1,486.84668,218.22414,76,0
1,480.7506,253.79906,76,0
1,458.30988,39.484833,76,0.7853982
1,488.10455,85.70865,76,4.712389
1,424.3792,26.813538,76,3.1415927
1,489.87836,54.225876,76,0
1,187.69775,225.09036,70,0
1,227.94434,195.33698,70.8,0
1,147.94443,203.33698,70.8,0
1,148.30441,203.69698,70,0
1,235.41553,249.0303,70,0
1,125.384735,247.89075,73,0
1,217.38477,249.22412,73,0
1,169.69342,247.04134,73,0
1,123.02661,199.48586,73,3.1415927
1,187.75876,253.15128,70,0
1,112.647644,194.04016,70,0
1,205.53653,246.04018,70,0
1,260.35992,247.04141,73,0
1,256.49585,199.44632,73,3.1415927
1,170.27371,199.44637,73,3.1415927
1,147.85999,246.80809,70,0
1,230.08218,201.0303,70,0
1,146.61108,251.7814,70.8,0
1,236.83325,247.7814,70.8,0
1,196.20322,198.48462,70,0
1,189.06885,228.0019,70,0
1,121.63953,248.4657,70,0
1,451.19873,36.818176,76,1.5707964
1,416.10455,32.37532,76,3.1415927
1,404.82367,31.25798,76,3.1415927
1,486.3228,51.55919,76,0
1,121.03107,219.75703,70,0
1,149.7221,191.78142,70,0
1,226.16666,193.55917,70,0
1,229.19333,223.25252,70,0
1,157.1933,222.36363,70,0
1,242.71811,192.77962,73,3.1415927
1,166.71814,194.113,73,3.1415927
1,255.91565,248.8191,73,0
1,207.47104,188.81918,73,3.1415927
1,180.64764,261.1513,70,0
1,112.647644,191.37349,70,0
1,195.7587,193.59572,70,0
1,169.24896,257.26355,73,0
1,127.91547,188.37474,73,3.1415927
1,220.05142,258.113,73,0
1,139.16257,255.44635,73,0
1,484.74884,192.58586,76,0
1,488.74884,242.80807,76,0
1,154.61111,259.7814,70,0
1,235.9444,254.89252,70,0
1,263.75873,238.4846,70,0
1,178.40219,222.66856,70,1.5707964
1,482.52844,196.91013,76,0
1,467.19873,38.624985,76,1.5707964
1,416.10455,32.37532,76,3.1415927
1,429.71252,32.14685,76,3.1415927
1,480.1006,99.55919,76,0
1,491.69775,227.75703,76,0
1,179.94434,254.00363,70,0
1,178.16663,201.5592,70,0
1,141.19333,251.69698,70,0
1,221.19324,249.0303,70,0
1,133.38474,250.55742,73,0
1,211.16254,249.2241,73,0
1,135.0268,203.48576,73,3.1415927
1,147.02661,250.15251,73,0
1,114.8699,248.70685,70,0
1,113.5365,203.81795,70,0
1,199.31427,247.81793,70,0
1,226.13788,251.04132,73,0
1,214.1377,199.04141,73,3.1415927
1,230.71805,198.5574,73,3.1415927
1,149.82925,202.11302,73,3.1415927
1,138.97107,201.47476,70,0
1,219.4155,201.9192,70,0
1,255.05551,201.11472,70.8,0
1,250.16663,246.00363,70,0
1,193.53656,202.04016,70,0
2,414.07916,306.57977,46.3,0
2,132.74588,309.0242,46.3,0
2,72.3587,191.56966,0,0
2,251.38889,308.11478,36.5,0
2,400.86493,319.4468,0,0
2,133.30933,316.11346,0,0
2,223.53711,212.82375,36.5,0
2,319.5371,214.15709,36.5,0
2,426.43414,42.33011,40,0
2,391.76752,48.774567,40,0
2,386.2119,301.44122,46.3,0
2,278.20792,207.70633,36.5,0
2,301.6162,205.27383,36.5,1.5707964
2,148.52997,39.642822,40,0
2,76.52997,39.25586,40,0
2,264.81628,39.008026,35,0
2,390.96814,314.57977,46.3,0
2,130.96808,312.57974,46.3,0
2,472.3587,110.68077,0,0
2,327.83337,296.55923,38,0
2,380.42047,93.66904,0,0
2,150.19821,92.113464,0,0
2,219.98154,219.04597,36.5,0
2,317.75934,207.04597,36.5,0
2,211.32306,194.33008,46.3,0
2,242.43414,196.33008,46.3,0
2,470.65637,39.218994,40,0
2,229.319,305.48407,38,4.712389
2,233.17175,279.94055,38,0
2,382.30768,34.589264,40,0
2,145.86325,37.478104,40,0
2,267.48294,47.240997,35,0
2,390.96808,307.4687,46.3,0
2,138.96808,308.13535,46.3,0
2,38.580933,259.12524,0,0
2,277.1667,205.00368,36.5,0
2,451.53156,308.78015,0,0
2,80.86487,308.11353,0,0
2,383.5371,323.046,46.3,0
2,244.87045,213.2682,36.5,0
2,317.10077,201.44121,36.5,0
2,211.32303,192.77454,36.5,0
2,389.76746,37.441223,40,0
2,309.31903,309.03964,38,1.5707964
2,307.83838,285.27383,38,0
2,328.97443,27.478119,35,0
2,200.9744,22.366943,35,0
2,265.7051,45.65326,35,0
3,192.27917,340.3384,75.1,0
3,491.68652,340.19028,75.1,0
3,286.94577,343.15323,75.1,0
3,336.57538,122.56063,50.100002,0
3,287.09402,131.74582,50.100002,0
3,267.9385,345.5572,75.1,0
3,175.04962,347.4831,75.1,0
3,512.9755,345.2609,75.1,0
3,130.8786,343.8753,75.1,4.712389
3,353.41022,363.95728,75.1,0
3,348.22504,366.4758,75.1,0
3,352.917,137.52869,50.100002,0
3,206.99103,359.89905,75.1,0
3,468.47253,368.3435,75.1,0
3,141.31134,384.75046,75.1,4.712389
3,227.92502,357.41003,75.1,3.1415927
3,443.92505,370.15076,75.1,0
3,582.3055,283.62402,0,0
3,100.67584,181.54991,0,0
3,316.2315,137.38329,50.1,0
3,310.0093,369.67963,75.1,0
3,387.8376,347.47385,75.1,3.1415927
3,195.5412,391.62195,75.1,0
3,501.91162,369.39975,75.1,4.712389
3,274.05972,393.10342,75.1,0
3,386.65234,385.39972,75.1,0
3,245.61252,351.00507,75.1,0
3,138.79764,351.74582,75.1,0
3,222.9458,400.93103,75.1,0
3,487.68652,340.3384,75.1,0
3,278.2051,138.8569,50.100002,0
3,367.49408,341.11273,75.1,3.1415927
3,270.16074,343.03867,75.1,0
3,470.3089,395.03864,75.1,0
3,323.76746,139.43085,17,0
3,262.74356,393.2906,75.1,0
3,402.44727,346.03137,75.1,0
3,334.2503,150.86201,50.100002,0
3,470.9911,365.23242,75.1,0
3,259.58368,365.67688,75.1,0
3,302.20016,374.0838,75.1,4.712389
3,228.81393,369.85443,75.1,4.712389
3,443.92505,367.48407,75.1,0
3,146.74994,181.40176,0,0
3,330.898,463.3277,0,0
3,353.56482,377.38333,75.1,0
3,340.23145,135.01292,50.100002,0
3,495.09686,372.06638,75.1,4.712389
3,395.54126,388.9553,75.1,0
3,192.87457,392.51083,75.1,0
3,304.87457,135.62189,50.1,3.1415927
3,171.54126,352.5108,75.1,3.1415927
3,221.61255,390.11618,75.1,0
3,294.35324,134.85693,50.100002,0
3,237.168,358.26437,75.1,0
3,488.57538,338.56064,75.1,0
3,402.64954,343.30136,75.1,0
3,387.04962,342.00165,75.1,0
3,312.8274,135.92755,50.100002,0
3,512.0867,387.92755,75.1,0
3,344.2119,138.54196,50.100002,1.5707964
3,518.7435,359.51285,75.1,4.712389
3,484.22498,395.80914,75.1,0
3,468.4726,360.63983,75.1,0
3,216.76886,355.45465,75.1,0
3,394.69476,363.89905,75.1,0
3,329.16315,367.56528,75.1,4.712389
3,441.25836,383.18777,75.1,0
3,229.99915,371.6322,75.1,0
3,571.04626,288.95734,0,0
3,186.89807,167.92029,0,0
3,204.82413,371.7537,75.1,1.5707964
3,433.56482,365.23517,75.1,0
3,265.1709,348.0664,75.1,3.1415927
3,386.0598,387.77008,75.1,0
3,178.65231,393.696,75.1,0
3,177.46722,349.84412,75.1,3.1415927
3,269.91165,391.62195,75.1,0
1,148.40222,212.00188,70,0
1,100.52841,52.91014,73,0
1,112.083984,213.79901,70,0
1,175.86545,38.595978,73,0
1,140.77127,43.930893,73,0
1,125.04587,42.813522,73,3.1415927
1,199.41672,206.42033,70,0
1,206.54504,45.33696,73,0
1,379.03107,215.31258,70,0
1,298.3888,29.114756,125,0
1,323.27777,27.336977,125,0
1,107.637695,29.474754,125,0
1,248.71387,46.99533,73,0
1,170.9361,203.88419,73,0
1,87.24896,26.596878,161,0
1,260.86984,23.817957,125,0
1,169.75876,228.70682,70,0
1,137.16257,24.779634,161,0
1,280.0866,19.372019,125,0
1,280.53107,34.483124,125,0
1,362.7533,240.2609,70,0
1,333.31897,217.39964,70,1.5707964
1,415.323,205.80122,70,0
1,413.19672,230.36696,70,0
1,108.082214,32.585854,126,0
1,107.63785,30.363625,127,0
1,107.19348,31.696949,128,0
1,111.19354,32.14138,129,0
1,350.38885,24.225855,125,0
1,351.72226,25.55918,126,0
1,322.83356,26.892508,126,0
1,244.42548,24.262383,125,0
1,143.82928,25.224068,161,0
1,147.82935,24.779613,161,0
1,155.3848,24.335178,161,0
1,163.38477,22.5574,161,0
1,94.804565,26.152424,161,0
1,114.804565,27.485748,161,0
1,101.9158,27.041294,161,0
1,107.693634,26.59684,161,0
1,309.29114,236.89076,70,1.5707964
1,168.08398,196.02124,70,0
1,282.75067,35.132355,73,0
1,208.7543,36.818176,73,0
1,245.6601,37.708664,73,3.1415927
1,234.37918,37.480194,73,3.1415927
1,268.75,19.753662,73,0
1,182.54504,37.33696,73,0
1,146.14224,195.75702,70,0
1,334.8332,204.22589,70.8,0
1,401.49994,205.11475,70.8,0
1,336.08228,204.58586,70,0
1,115.637695,229.47476,70,0
1,114.4917,193.66199,73,0
1,139.82498,19.884201,73,0
1,342.4959,241.66847,73,0
1,360.71808,203.89081,73,3.1415927
1,312.13794,208.8191,73,3.1415927
1,389.91547,240.37474,73,0
1,98.20322,201.59572,70,0
1,187.5365,194.92905,70,0
1,403.98096,234.48462,70,0
1,378.3601,198.59686,73,3.1415927
1,198.35992,229.26363,73,0
1,137.91565,233.70801,73,0
1,157.1625,231.44629,73,0
1,94.49585,235.4463,73,0
1,421.16254,203.89081,73,3.1415927
1,173.85992,226.36362,70,0
1,401.85992,201.03029,70,0
1,113.94446,233.11472,70.8,0
1,174.83328,223.78143,70.8,0
1,366.83325,237.11475,70.8,0
1,371.64215,211.37201,70,0
1,310.75327,190.03867,70,0
1,423.19775,239.37198,70,0
1,100.430145,45.844086,73,0
1,99.767456,21.801208,73,0
